id,event_id,event_type,event_dt,va_provider_name,va_engine_code,va_type_code,device_id,vehicle_make,vehicle_make_cfd,vehicle_model,vehicle_model_cfd,vehicle_colour,vehicle_colour_cfd,vehicle_class,vehicle_class_cfd,vehicle_angle,vehicle_angle_cfd,plate_number,plate_number_cfd,plate_colour,plate_colour_cfd,plate_colour_scheme,plate_vehicle_class,full_image_url,cropped_image_url,bbox_x1,bbox_y1,bbox_x2,bbox_y2,vap_object_id
610,842f0354-4041-4448-94e1-33f18d90f91b,VEHICLE_ATTRIBUTE,2023-01-01 11:00:12,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9574839,model S,0.97050613,white,0.93134296,ST_CAR,0.9278394,ST_FRONT,0.90992856,SKQ6867G,0.94381845,,0,,,/2023/1/1/senseunity/full/842f0354-4041-4448-94e1-33f18d90f91b,/2023/1/1/senseunity/cropped/842f0354-4041-4448-94e1-33f18d90f91b,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
611,27f1d63b-72de-4d84-9a10-a0c637579f2c,VEHICLE_ATTRIBUTE,2023-01-01 11:00:15,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.9262132,model S,0.92687166,white,0.9074763,ST_CAR,0.9053411,ST_FRONT,0.9833987,SKQ6867G,0.90451753,,0,,,/2023/1/1/senseunity/full/27f1d63b-72de-4d84-9a10-a0c637579f2c,/2023/1/1/senseunity/cropped/27f1d63b-72de-4d84-9a10-a0c637579f2c,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
612,4a00c59a-5760-4a10-8fae-333a4032a593,VEHICLE_ATTRIBUTE,2023-01-02 09:00:00,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.93554276,model S,0.9511881,white,0.9566279,ST_CAR,0.92709893,ST_FRONT,0.9055913,SKQ6867G,0.9217535,,0,,,/2023/1/2/senseunity/full/4a00c59a-5760-4a10-8fae-333a4032a593,/2023/1/2/senseunity/cropped/4a00c59a-5760-4a10-8fae-333a4032a593,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
613,18e5bda1-cce3-4d13-b339-3f41bb462641,VEHICLE_ATTRIBUTE,2023-01-02 09:00:03,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9367713,model S,0.980526,white,0.9292695,ST_CAR,0.90301454,ST_FRONT,0.94291407,SKQ6867G,0.91151994,,0,,,/2023/1/2/senseunity/full/18e5bda1-cce3-4d13-b339-3f41bb462641,/2023/1/2/senseunity/cropped/18e5bda1-cce3-4d13-b339-3f41bb462641,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
614,4bc18bc5-ae39-4329-8753-b472dd0231dc,VEHICLE_ATTRIBUTE,2023-01-02 09:00:06,Sensetime,senseunity,VEHICLE,6b1c9e96-db06-9a6e-ca3d-b7b5d6d7f4b7,Tesla,0.9707364,model S,0.99972147,white,0.90735286,ST_CAR,0.9075636,ST_FRONT,0.954947,SKQ6867G,0.92642957,,0,,,/2023/1/2/senseunity/full/4bc18bc5-ae39-4329-8753-b472dd0231dc,/2023/1/2/senseunity/cropped/4bc18bc5-ae39-4329-8753-b472dd0231dc,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
615,e738c29a-6749-4d7c-9430-5cbef3b84ac6,VEHICLE_ATTRIBUTE,2023-01-02 09:00:09,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.937239,model S,0.9067652,white,0.9524026,ST_CAR,0.9108565,ST_FRONT,0.9704104,SKQ6867G,0.9615891,,0,,,/2023/1/2/senseunity/full/e738c29a-6749-4d7c-9430-5cbef3b84ac6,/2023/1/2/senseunity/cropped/e738c29a-6749-4d7c-9430-5cbef3b84ac6,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
616,811cf452-0ee7-4eac-8a29-0c5448cb0c3b,VEHICLE_ATTRIBUTE,2023-01-02 09:00:12,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.9939712,model S,0.96099716,white,0.9489048,ST_CAR,0.9692379,ST_FRONT,0.9211201,SKQ6867G,0.9012343,,0,,,/2023/1/2/senseunity/full/811cf452-0ee7-4eac-8a29-0c5448cb0c3b,/2023/1/2/senseunity/cropped/811cf452-0ee7-4eac-8a29-0c5448cb0c3b,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
617,d3e2dfb3-e1c1-4b13-82e7-2038108815b8,VEHICLE_ATTRIBUTE,2023-01-02 09:00:15,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.96961576,model S,0.9671253,white,0.9885694,ST_CAR,0.9175927,ST_FRONT,0.9717148,SKQ6867G,0.9644543,,0,,,/2023/1/2/senseunity/full/d3e2dfb3-e1c1-4b13-82e7-2038108815b8,/2023/1/2/senseunity/cropped/d3e2dfb3-e1c1-4b13-82e7-2038108815b8,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
618,9af0ccec-4b2d-434a-9186-9bb0c7a75cd3,VEHICLE_ATTRIBUTE,2023-01-02 11:00:00,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.9136307,model S,0.98609316,white,0.9157335,ST_CAR,0.90893584,ST_FRONT,0.99155354,SKQ6867G,0.9759165,,0,,,/2023/1/2/senseunity/full/9af0ccec-4b2d-434a-9186-9bb0c7a75cd3,/2023/1/2/senseunity/cropped/9af0ccec-4b2d-434a-9186-9bb0c7a75cd3,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
619,c1c45ed0-b094-4cc2-98e5-317bc2e109bd,VEHICLE_ATTRIBUTE,2023-01-02 11:00:03,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.99723345,model S,0.9190134,white,0.9010211,ST_CAR,0.95664203,ST_FRONT,0.93740964,SKQ6867G,0.9095673,,0,,,/2023/1/2/senseunity/full/c1c45ed0-b094-4cc2-98e5-317bc2e109bd,/2023/1/2/senseunity/cropped/c1c45ed0-b094-4cc2-98e5-317bc2e109bd,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
620,9c88899b-53bc-4d62-8330-085c67af60a7,VEHICLE_ATTRIBUTE,2023-01-02 11:00:06,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.9619533,model S,0.94479996,white,0.9861273,ST_CAR,0.9611166,ST_FRONT,0.932979,SKQ6867G,0.99645555,,0,,,/2023/1/2/senseunity/full/9c88899b-53bc-4d62-8330-085c67af60a7,/2023/1/2/senseunity/cropped/9c88899b-53bc-4d62-8330-085c67af60a7,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
621,77a87d5d-e26c-48f5-a9d4-069d04e1c5b8,VEHICLE_ATTRIBUTE,2023-01-02 11:00:09,Sensetime,senseunity,VEHICLE,6b1c9e96-db06-9a6e-ca3d-b7b5d6d7f4b7,Tesla,0.9324795,model S,0.9031895,white,0.97560346,ST_CAR,0.92546284,ST_FRONT,0.9987184,SKQ6867G,0.9480281,,0,,,/2023/1/2/senseunity/full/77a87d5d-e26c-48f5-a9d4-069d04e1c5b8,/2023/1/2/senseunity/cropped/77a87d5d-e26c-48f5-a9d4-069d04e1c5b8,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
622,e9264e80-1966-493d-b137-16b75abeb279,VEHICLE_ATTRIBUTE,2023-01-02 11:00:12,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9110434,model S,0.9132622,white,0.92359555,ST_CAR,0.9707537,ST_FRONT,0.92227715,SKQ6867G,0.99418914,,0,,,/2023/1/2/senseunity/full/e9264e80-1966-493d-b137-16b75abeb279,/2023/1/2/senseunity/cropped/e9264e80-1966-493d-b137-16b75abeb279,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
623,1a37016f-c060-49a2-9dd7-1eb7b16056ce,VEHICLE_ATTRIBUTE,2023-01-02 11:00:15,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.94476604,model S,0.9549908,white,0.9180117,ST_CAR,0.92103916,ST_FRONT,0.93294674,SKQ6867G,0.94751817,,0,,,/2023/1/2/senseunity/full/1a37016f-c060-49a2-9dd7-1eb7b16056ce,/2023/1/2/senseunity/cropped/1a37016f-c060-49a2-9dd7-1eb7b16056ce,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
624,f1602b6c-6756-4aa4-99e0-3b6d917515ef,VEHICLE_ATTRIBUTE,2023-01-03 09:00:00,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.9682477,model S,0.9950293,white,0.99571604,ST_CAR,0.9898645,ST_FRONT,0.9342547,SKQ6867G,0.9201226,,0,,,/2023/1/3/senseunity/full/f1602b6c-6756-4aa4-99e0-3b6d917515ef,/2023/1/3/senseunity/cropped/f1602b6c-6756-4aa4-99e0-3b6d917515ef,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
625,8aa8cdb2-65c5-4e7a-b4d5-7bc7285ba020,VEHICLE_ATTRIBUTE,2023-01-03 09:00:03,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9214667,model S,0.96506196,white,0.9159412,ST_CAR,0.9738311,ST_FRONT,0.94060946,SKQ6867G,0.916019,,0,,,/2023/1/3/senseunity/full/8aa8cdb2-65c5-4e7a-b4d5-7bc7285ba020,/2023/1/3/senseunity/cropped/8aa8cdb2-65c5-4e7a-b4d5-7bc7285ba020,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
626,18621634-10d5-4a1f-8208-b792d167be07,VEHICLE_ATTRIBUTE,2023-01-03 09:00:06,Sensetime,senseunity,VEHICLE,6b1c9e96-db06-9a6e-ca3d-b7b5d6d7f4b7,Tesla,0.98407847,model S,0.9440094,white,0.9053929,ST_CAR,0.9179783,ST_FRONT,0.9149842,SKQ6867G,0.9991027,,0,,,/2023/1/3/senseunity/full/18621634-10d5-4a1f-8208-b792d167be07,/2023/1/3/senseunity/cropped/18621634-10d5-4a1f-8208-b792d167be07,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
627,295daed8-5cb6-48c1-9d99-2e163bcb4ee7,VEHICLE_ATTRIBUTE,2023-01-03 09:00:09,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.98153704,model S,0.9013632,white,0.9359749,ST_CAR,0.9379287,ST_FRONT,0.91188025,SKQ6867G,0.9230814,,0,,,/2023/1/3/senseunity/full/295daed8-5cb6-48c1-9d99-2e163bcb4ee7,/2023/1/3/senseunity/cropped/295daed8-5cb6-48c1-9d99-2e163bcb4ee7,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
628,76a33d97-b76a-48c5-8215-a414903cfbaf,VEHICLE_ATTRIBUTE,2023-01-03 09:00:12,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.93699867,model S,0.95234853,white,0.97341007,ST_CAR,0.9205319,ST_FRONT,0.90570587,SKQ6867G,0.93236405,,0,,,/2023/1/3/senseunity/full/76a33d97-b76a-48c5-8215-a414903cfbaf,/2023/1/3/senseunity/cropped/76a33d97-b76a-48c5-8215-a414903cfbaf,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
629,f0ff8318-a440-4107-99ba-236852576ad9,VEHICLE_ATTRIBUTE,2023-01-03 09:00:15,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.9324166,model S,0.92536193,white,0.9922313,ST_CAR,0.95293564,ST_FRONT,0.97533375,SKQ6867G,0.93316686,,0,,,/2023/1/3/senseunity/full/f0ff8318-a440-4107-99ba-236852576ad9,/2023/1/3/senseunity/cropped/f0ff8318-a440-4107-99ba-236852576ad9,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
630,6d918173-27a1-449a-9894-a8561722b01b,VEHICLE_ATTRIBUTE,2023-01-03 11:00:00,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.9406616,model S,0.9132033,white,0.9757781,ST_CAR,0.93818855,ST_FRONT,0.9696491,SKQ6867G,0.9847057,,0,,,/2023/1/3/senseunity/full/6d918173-27a1-449a-9894-a8561722b01b,/2023/1/3/senseunity/cropped/6d918173-27a1-449a-9894-a8561722b01b,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
631,713101bb-be91-4f0d-b277-516bdb9d3f65,VEHICLE_ATTRIBUTE,2023-01-03 11:00:03,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.9722913,model S,0.9900033,white,0.981187,ST_CAR,0.9719933,ST_FRONT,0.9715558,SKQ6867G,0.95286345,,0,,,/2023/1/3/senseunity/full/713101bb-be91-4f0d-b277-516bdb9d3f65,/2023/1/3/senseunity/cropped/713101bb-be91-4f0d-b277-516bdb9d3f65,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
632,08964ed0-f717-44c3-9e66-188f41cc73c6,VEHICLE_ATTRIBUTE,2023-01-03 11:00:06,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.91211104,model S,0.9804251,white,0.91847086,ST_CAR,0.90909815,ST_FRONT,0.92579305,SKQ6867G,0.9117455,,0,,,/2023/1/3/senseunity/full/08964ed0-f717-44c3-9e66-188f41cc73c6,/2023/1/3/senseunity/cropped/08964ed0-f717-44c3-9e66-188f41cc73c6,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
633,4d6768ff-8730-4c1d-9b09-d1f090c30247,VEHICLE_ATTRIBUTE,2023-01-03 11:00:09,Sensetime,senseunity,VEHICLE,6b1c9e96-db06-9a6e-ca3d-b7b5d6d7f4b7,Tesla,0.9813284,model S,0.904037,white,0.9888761,ST_CAR,0.997943,ST_FRONT,0.9435664,SKQ6867G,0.91383463,,0,,,/2023/1/3/senseunity/full/4d6768ff-8730-4c1d-9b09-d1f090c30247,/2023/1/3/senseunity/cropped/4d6768ff-8730-4c1d-9b09-d1f090c30247,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
634,9e37aea5-3ba4-49b6-8c97-f5cf33528a38,VEHICLE_ATTRIBUTE,2023-01-03 11:00:12,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9934313,model S,0.9223231,white,0.95894796,ST_CAR,0.976487,ST_FRONT,0.9976529,SKQ6867G,0.9801369,,0,,,/2023/1/3/senseunity/full/9e37aea5-3ba4-49b6-8c97-f5cf33528a38,/2023/1/3/senseunity/cropped/9e37aea5-3ba4-49b6-8c97-f5cf33528a38,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
635,551b606c-9f74-459f-b359-9d127751c83e,VEHICLE_ATTRIBUTE,2023-01-03 11:00:15,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.928624,model S,0.95384556,white,0.9762048,ST_CAR,0.9584929,ST_FRONT,0.9685959,SKQ6867G,0.9270026,,0,,,/2023/1/3/senseunity/full/551b606c-9f74-459f-b359-9d127751c83e,/2023/1/3/senseunity/cropped/551b606c-9f74-459f-b359-9d127751c83e,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
636,5137b272-38fe-4f27-85d8-a91dc18b45df,VEHICLE_ATTRIBUTE,2023-01-04 09:00:00,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.93166995,model S,0.98842293,white,0.9815865,ST_CAR,0.9466735,ST_FRONT,0.9909719,SKQ6867G,0.9698309,,0,,,/2023/1/4/senseunity/full/5137b272-38fe-4f27-85d8-a91dc18b45df,/2023/1/4/senseunity/cropped/5137b272-38fe-4f27-85d8-a91dc18b45df,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
637,3ce46805-8a3c-4eef-8d9c-799ab4318d9f,VEHICLE_ATTRIBUTE,2023-01-04 09:00:03,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9871195,model S,0.90250736,white,0.95954317,ST_CAR,0.95137936,ST_FRONT,0.9787083,SKQ6867G,0.98121023,,0,,,/2023/1/4/senseunity/full/3ce46805-8a3c-4eef-8d9c-799ab4318d9f,/2023/1/4/senseunity/cropped/3ce46805-8a3c-4eef-8d9c-799ab4318d9f,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
638,249201e0-03b0-4182-97c8-d2b45edfbc38,VEHICLE_ATTRIBUTE,2023-01-04 09:00:06,Sensetime,senseunity,VEHICLE,6b1c9e96-db06-9a6e-ca3d-b7b5d6d7f4b7,Tesla,0.9825252,model S,0.99167097,white,0.96558565,ST_CAR,0.91082543,ST_FRONT,0.9673048,SKQ6867G,0.9228212,,0,,,/2023/1/4/senseunity/full/249201e0-03b0-4182-97c8-d2b45edfbc38,/2023/1/4/senseunity/cropped/249201e0-03b0-4182-97c8-d2b45edfbc38,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
639,c39a78b1-4673-43db-89be-98f4b7e98dbb,VEHICLE_ATTRIBUTE,2023-01-04 09:00:09,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.9513473,model S,0.92570126,white,0.9302468,ST_CAR,0.95430446,ST_FRONT,0.9745156,SKQ6867G,0.97679085,,0,,,/2023/1/4/senseunity/full/c39a78b1-4673-43db-89be-98f4b7e98dbb,/2023/1/4/senseunity/cropped/c39a78b1-4673-43db-89be-98f4b7e98dbb,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
640,4761ed61-b7a0-409a-8800-d170cd9f1858,VEHICLE_ATTRIBUTE,2023-01-04 09:00:12,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.94235444,model S,0.9338084,white,0.9371517,ST_CAR,0.98893857,ST_FRONT,0.91384715,SKQ6867G,0.99085665,,0,,,/2023/1/4/senseunity/full/4761ed61-b7a0-409a-8800-d170cd9f1858,/2023/1/4/senseunity/cropped/4761ed61-b7a0-409a-8800-d170cd9f1858,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
641,2adcd486-4ef5-4081-9510-79ab3e313374,VEHICLE_ATTRIBUTE,2023-01-04 09:00:15,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.974726,model S,0.9774696,white,0.9609863,ST_CAR,0.9851941,ST_FRONT,0.9882775,SKQ6867G,0.9506101,,0,,,/2023/1/4/senseunity/full/2adcd486-4ef5-4081-9510-79ab3e313374,/2023/1/4/senseunity/cropped/2adcd486-4ef5-4081-9510-79ab3e313374,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
642,5be82f06-9c1d-4c79-a4a0-bc88c74f8d30,VEHICLE_ATTRIBUTE,2023-01-04 11:00:00,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.9785663,model S,0.9668345,white,0.9774729,ST_CAR,0.9167856,ST_FRONT,0.96016717,SKQ6867G,0.98248833,,0,,,/2023/1/4/senseunity/full/5be82f06-9c1d-4c79-a4a0-bc88c74f8d30,/2023/1/4/senseunity/cropped/5be82f06-9c1d-4c79-a4a0-bc88c74f8d30,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
643,f96a5b1f-5ffd-432f-8bef-47410ab2aa9a,VEHICLE_ATTRIBUTE,2023-01-04 11:00:03,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.91667783,model S,0.90489715,white,0.9245844,ST_CAR,0.9500561,ST_FRONT,0.9633132,SKQ6867G,0.91515464,,0,,,/2023/1/4/senseunity/full/f96a5b1f-5ffd-432f-8bef-47410ab2aa9a,/2023/1/4/senseunity/cropped/f96a5b1f-5ffd-432f-8bef-47410ab2aa9a,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
644,9249b82b-4854-4fd2-80c1-aae4b0ef60b7,VEHICLE_ATTRIBUTE,2023-01-04 11:00:06,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.9809268,model S,0.97487265,white,0.9752094,ST_CAR,0.9306154,ST_FRONT,0.96434504,SKQ6867G,0.9453393,,0,,,/2023/1/4/senseunity/full/9249b82b-4854-4fd2-80c1-aae4b0ef60b7,/2023/1/4/senseunity/cropped/9249b82b-4854-4fd2-80c1-aae4b0ef60b7,886,276,1093,739,d1460d64-df00-46b4-936d-75c8e3f4dc59
