id,event_id,event_type,event_dt,va_provider_name,va_engine_code,va_type_code,device_id,vehicle_make,vehicle_make_cfd,vehicle_model,vehicle_model_cfd,vehicle_colour,vehicle_colour_cfd,vehicle_class,vehicle_class_cfd,vehicle_angle,vehicle_angle_cfd,plate_number,plate_number_cfd,plate_colour,plate_colour_cfd,plate_colour_scheme,plate_vehicle_class,full_image_url,cropped_image_url,bbox_x1,bbox_y1,bbox_x2,bbox_y2
84016,ca4f4ef8-54fb-46ba-b411-f734b8fd4d42,VEHICLE_ATTRIBUTE             ,27:36.7,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,?????,0.9289418,?????-Adam,0.9289401,GRAY,0.6659233,ST_SUV,0.95141643,ST_FRONT,0.99999976,SFK947G,1,,0,,,2022/08/23/senseunity/full/889e3a8c-b067-4c6e-a793-1126a6bd9c6a,2022/08/23/senseunity/cropped/04ef5393-0ee2-4d93-a73e-481077470d98,3489,0,3840,173
84017,2db4f129-0ad1-4e6f-9351-5c81f8abee05,VEHICLE_ATTRIBUTE             ,29:34.5,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.6116445,??-??,0.61144674,BLACK,0.99438536,ST_VAN,0.99999964,ST_FRONT,0.7847987,,0,,0,,,2022/08/23/senseunity/full/d4a81f49-0a34-4f39-8a2c-e1c38a3e6fd3,2022/08/23/senseunity/cropped/c4d30767-fc93-4961-91ae-72bd3c6afdf0,299,906,1537,1950
84018,a5f2fb84-c6a5-4a05-9d35-34982555adb5,VEHICLE_ATTRIBUTE             ,29:33.1,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.32836697,??-H6,0.328364,BLACK,0.99904794,ST_SUV,0.9999918,ST_FRONT,0.99992883,,0,,0,,,2022/08/23/senseunity/full/52be0676-02b1-4ccc-b55b-818503a7cb08,2022/08/23/senseunity/cropped/af02e4c2-8a76-4307-8997-6010d4e213b9,2530,136,3091,627
84019,c89f4f72-6b03-4288-a235-ba34dfa5dec0,VEHICLE_ATTRIBUTE             ,30:59.6,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.26795807,??-??,0.16378863,GRAY,0.9950977,ST_SUV,0.83992505,ST_BACK,0.99380314,,0,,0,,,2022/08/23/senseunity/full/9728e6fe-6201-429f-8509-4721a78cbd39,2022/08/23/senseunity/cropped/d8ec1377-1a4e-45e6-b103-ec5d870f403b,133,714,2279,2160
84020,66f620a0-1a6a-4ee1-a968-4ac211a50a28,VEHICLE_ATTRIBUTE             ,30:57.3,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.93642795,??-???,0.936239,GRAY,0.95418656,ST_SUV,0.86612755,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/40b989e7-25fc-444c-85b5-2dc38aeb323c,2022/08/23/senseunity/cropped/21f15c5a-4cc0-48a2-93b6-e73b2e986861,2498,151,3141,759
84021,57f31873-cadd-4dd2-b798-aee834ed71d1,VEHICLE_ATTRIBUTE             ,31:07.5,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.5920387,??-M?,0.3623041,BLUE,0.9999999,ST_SUV,0.9964412,ST_BACK,0.9999268,,0,,0,,,2022/08/23/senseunity/full/dd459005-8f5b-48e8-b084-9f963f2f907f,2022/08/23/senseunity/cropped/7d44c26c-eb61-4076-ac29-c99ea30eee39,118,668,1673,1935
84022,292bc938-4b14-47b9-bb31-429bed280ec8,VEHICLE_ATTRIBUTE             ,31:31.8,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.79409593,??-???,0.79368126,BLUE,1,ST_BIG_BUS,0.75610495,ST_FRONT,1,SMF6980X,1,,0,,,2022/08/23/senseunity/full/d3927add-6601-4ff6-ae6d-6f9774842698,2022/08/23/senseunity/cropped/3e013596-f6d7-477a-9482-15506ad84d35,0,697,823,2147
84023,5a0094b9-76dd-402b-86a1-2f7fa7cd8915,VEHICLE_ATTRIBUTE             ,32:03.7,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.25972646,??-????,0.17412627,BLUE,0.9946964,ST_VAN,0.86946666,ST_FRONT,0.9999994,,0,,0,,,2022/08/23/senseunity/full/88a27014-fd59-4d59-ad39-089a47eb3c04,2022/08/23/senseunity/cropped/92f2d281-1ea6-4cac-8575-9955058222ad,436,626,1856,1898
84024,9691861f-3c14-4030-9a1f-1e6182c573e8,VEHICLE_ATTRIBUTE             ,32:01.8,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.37438068,??-????,0.3323633,BLACK,1,ST_VAN,0.69582194,ST_FRONT,0.9999993,,0,,0,,,2022/08/23/senseunity/full/c80971ff-8a5a-4321-9891-3d1884133b7f,2022/08/23/senseunity/cropped/9125d0b1-a3b6-4ca2-a388-2d3f02d46b7c,2517,42,3187,612
84025,280ce3d8-b62c-4264-86e9-56a8601f5d41,VEHICLE_ATTRIBUTE             ,31:47.6,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,????,0.4772679,????-GS,0.41784197,BLUE,0.99999976,ST_BIG_BUS,0.69497365,ST_FRONT,1,1380X,1,,0,,,2022/08/23/senseunity/full/995f0281-3873-4640-b1c7-29d58771cc7c,2022/08/23/senseunity/cropped/96ed1a19-5d52-4413-b238-3d20ba143208,0,655,788,1957
84026,3467a932-4fc2-407a-8c8a-996e3b43451c,VEHICLE_ATTRIBUTE             ,34:21.3,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,????,0.5598275,????-GS,0.48855338,BLUE,0.99999917,ST_BIG_BUS,0.9694679,ST_FRONT,1,SF6980,1,,0,,,2022/08/23/senseunity/full/eb70d898-4c61-4554-926d-07c1b1b4abe1,2022/08/23/senseunity/cropped/32c6c44a-32fd-4e8c-a457-5cc5ebb5422e,0,658,810,1957
84027,ba1212d9-289f-4187-a025-2d91af08ca2f,VEHICLE_ATTRIBUTE             ,34:30.0,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.48858532,??-???(??),0.47480854,RED,0.9379245,ST_SUV,0.9485944,ST_BACK,0.99989796,,0,,0,,,2022/08/23/senseunity/full/c544a0e2-cd4b-4d4d-bab5-28a6575b63ef,2022/08/23/senseunity/cropped/503354d0-2e4f-4363-95a5-1727cd67bcc7,3714,38,3840,338
84028,8d92de9f-ab59-4882-b0e1-7f830227ea47,VEHICLE_ATTRIBUTE             ,35:19.5,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.4410739,??-????,0.4039437,BLUE,0.39841485,ST_CAR,0.999995,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/0bdeaef4-3085-42bb-8435-0e979751959b,2022/08/23/senseunity/cropped/e4dd2298-215b-4561-a432-d9f7ed875119,218,859,1737,2084
84029,9dc2fa0d-6dc8-4d79-8236-7a5c60981a88,VEHICLE_ATTRIBUTE             ,35:08.2,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.37000176,??-???(??),0.35231626,RED,0.9999982,ST_SUV,0.6771344,ST_BACK,0.9982736,,0,,0,,,2022/08/23/senseunity/full/19800778-8a5b-427e-91d8-4b84bce2e0ea,2022/08/23/senseunity/cropped/a7473de4-9fdb-4e65-a128-e7eb6a8a4a2f,3708,45,3840,335
84030,986f93e7-2dff-4233-ae2e-0216f159ed9b,VEHICLE_ATTRIBUTE             ,36:54.3,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.7764861,??-???,0.6556737,RED,0.9999753,ST_CAR,0.9597349,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/2cc7ee8f-c3cb-48be-b127-e15b9cb35b35,2022/08/23/senseunity/cropped/9c5a2d22-0ef7-4f26-b9ea-adb8e3fea450,680,707,2306,2011
84031,ddfaec52-a779-4e03-b082-6a3b654f1b35,VEHICLE_ATTRIBUTE             ,36:53.6,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.28172803,??-??,0.28142756,RED,1,ST_CAR,0.9998883,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/730d20c2-2152-44e9-94e2-aa7bab7d24ac,2022/08/23/senseunity/cropped/5a53abeb-2968-4f5c-b726-ef4cb5a73d35,2117,341,2876,960
84032,be734cfe-5f67-4a68-b74e-38eee6bbb6ef,VEHICLE_ATTRIBUTE             ,37:10.4,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,???,0.7866117,???-C3,0.778336,WHITE,0.9998771,ST_CAR,0.95374715,ST_FRONT,0.97885454,,0,,0,,,2022/08/23/senseunity/full/87814a97-7804-432f-b18b-a8efc1667030,2022/08/23/senseunity/cropped/2b85a9b6-8f50-4e60-94b3-1bf689dd74ad,687,692,2100,1832
84033,eac93069-aeb0-4162-9fb9-396e7da22e64,VEHICLE_ATTRIBUTE             ,37:09.7,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,????,0.45205113,????-PT???,0.45205015,WHITE,0.99964476,ST_VAN,0.50663465,ST_FRONT,0.9996457,SMM2160K,1,,0,,,2022/08/23/senseunity/full/797db4ee-2afd-4e4b-88e2-e0a0fc8ad576,2022/08/23/senseunity/cropped/c8eab770-d993-459b-871a-b285795d1d32,1945,290,2841,993
84034,56385777-a0f1-4045-bd0e-be144206aaf0,VEHICLE_ATTRIBUTE             ,37:09.0,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.7012947,??-???,0.41829523,WHITE,0.957699,ST_SUV,0.51600945,ST_FRONT,0.99999964,,0,,0,,,2022/08/23/senseunity/full/e351f62b-a9e8-4569-b84d-8eaefbc9fdb7,2022/08/23/senseunity/cropped/62f350f5-62a2-4aec-8707-c42f24ad2f9d,2739,75,3272,552
84035,1c0c0267-fa82-4836-9db0-dafecab9f271,VEHICLE_ATTRIBUTE             ,38:25.4,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.44238302,??-???,0.43155423,GRAY,0.9543533,ST_SUV,0.98538107,ST_FRONT,0.9995047,,0,,0,,,2022/08/23/senseunity/full/3f0f2268-7786-4b7b-abce-1588c5c241d8,2022/08/23/senseunity/cropped/2ab53a68-8870-4c9d-8dc1-2a627acd8959,2110,244,2871,890
84036,1bd3af82-9652-4e05-b329-b861619699da,VEHICLE_ATTRIBUTE             ,38:26.2,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.37708214,??-???,0.3437035,WHITE,0.9950203,ST_VAN,0.9518313,ST_FRONT,0.9999999,,0,,0,,,2022/08/23/senseunity/full/da879637-c6db-4ec9-b478-6a964409f1d9,2022/08/23/senseunity/cropped/80e060d3-3ae6-4210-8119-9aab7a74bd71,669,532,2177,1772
84037,73a704c7-0c89-4df3-996b-5834cca4d609,VEHICLE_ATTRIBUTE             ,41:04.8,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.46171543,??-??2,0.46159706,WHITE,0.99999154,ST_CAR,0.7434963,ST_BACK,0.9994974,,0,,0,,,2022/08/23/senseunity/full/a80da2c0-c21c-4240-87da-292e725607e5,2022/08/23/senseunity/cropped/75093c00-151d-4862-b25a-fd5604eadb12,16,930,1528,2160
84038,245963f6-397f-4bb1-85ee-8cf825e77c4d,VEHICLE_ATTRIBUTE             ,41:03.6,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.5597886,??-??2,0.55266994,WHITE,0.8735533,ST_CAR,0.9999999,ST_BACK,0.768914,SJT,1,,0,,,2022/08/23/senseunity/full/d06ef130-9c0d-4f5c-a2ed-4b66b2f3fb21,2022/08/23/senseunity/cropped/1b3e6fb5-cd03-4d26-bd70-5125461df903,1928,281,2834,955
84039,7253ef1c-da88-4248-a2b3-869ab22aef1e,VEHICLE_ATTRIBUTE             ,41:03.0,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.86846733,??-??,0.8005282,WHITE,0.49498641,ST_CAR,0.9989089,ST_FRONT,0.9997789,,0,,0,,,2022/08/23/senseunity/full/4c9eca31-6262-4e35-b1fc-9fb2a3492583,2022/08/23/senseunity/cropped/f534d668-0c64-4ebf-bab3-7bd58d83fed9,2754,88,3276,504
84040,3104a4dd-bab4-4a0e-b0e1-a72af8c48f33,VEHICLE_ATTRIBUTE             ,42:17.5,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.82933545,??-Verso,0.7980754,WHITE,0.99999595,ST_CAR,0.99980134,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/faf5ad0c-4374-4a14-8642-e0c08d4c2296,2022/08/23/senseunity/cropped/0afcca2f-c239-4e73-8e22-63aef4fa647f,0,644,1992,2160
84041,087f0009-1652-47c6-b2c8-c134002ee3e6,VEHICLE_ATTRIBUTE             ,42:16.4,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.7961533,??-???,0.7924309,WHITE,0.9970983,ST_CAR,0.99999285,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/a18785da-390f-485b-990b-15731bfc6621,2022/08/23/senseunity/cropped/595c6eec-8779-43f1-9f50-08dba3edffc6,1826,340,2717,1010
84042,78698d0e-6509-44a4-8733-5291b2df3100,VEHICLE_ATTRIBUTE             ,42:23.1,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.92731196,??-???,0.913141,GRAY,0.99500495,ST_CAR,0.9996817,ST_FRONT,0.9999914,,0,,0,,,2022/08/23/senseunity/full/21f8e063-8a06-48ed-b1f1-1d2d440974a2,2022/08/23/senseunity/cropped/2b1a4649-6538-4ff6-9f68-7a3352b7edf5,63,583,2012,2160
84043,dd7700cd-db1d-4d78-a22d-55f466a1a9f9,VEHICLE_ATTRIBUTE             ,42:28.0,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,???,0.2812241,???-C2,0.24979772,BLUE,0.9941533,ST_VAN,0.99998903,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/398b72cc-3fd4-4c1f-abe3-84e1e812531f,2022/08/23/senseunity/cropped/131f5038-d944-41f3-a020-0c0beb1ea155,426,448,2013,1804
84044,98b18b58-d6d1-42fc-84c2-b8e62fbeca94,VEHICLE_ATTRIBUTE             ,42:15.3,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.9267947,??-???,0.92676336,WHITE,0.8090744,ST_CAR,0.9999999,ST_FRONT,0.9999993,,0,,0,,,2022/08/23/senseunity/full/6be77a32-854e-44b8-ae35-da807de5f6fb,2022/08/23/senseunity/cropped/1cf9a107-a012-42a5-bcee-ec419df05a2c,2719,84,3259,518
84045,a4590415-5425-4113-b447-4674cbc27833,VEHICLE_ATTRIBUTE             ,42:31.0,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,???,0.35946655,???-??,0.35875866,BLUE,1,ST_SUV,0.9966608,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/a6577cd6-aa90-4bc4-b211-d725e358b939,2022/08/23/senseunity/cropped/384df3de-15ee-4bcd-803a-d84e152a3c09,267,564,2062,2160
84046,ebfe455c-27c8-4eee-accd-17aa8d488469,VEHICLE_ATTRIBUTE             ,42:27.0,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.11840597,??-??,0.10699097,BLUE,0.99237263,ST_VAN,0.99999905,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/f2bf7ca7-b0b5-421a-b40a-0edad6c08aa4,2022/08/23/senseunity/cropped/9cbbd666-7271-4afc-bd15-d0b6b7ceaa99,2123,123,2941,859
84047,35f644d8-48d2-4c3e-aa77-636d7ca501b9,VEHICLE_ATTRIBUTE             ,42:30.6,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,???,0.7655564,???-V40,0.7655532,BLUE,0.9999995,ST_SUV,0.88923746,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/3153563f-b79c-4d89-90ae-ad8a81d2856c,2022/08/23/senseunity/cropped/ffc578cf-73a6-46ae-a33b-92299bef62e6,1132,552,2302,1490
84048,201665cb-0058-4975-bb06-a0cfb1d000bd,VEHICLE_ATTRIBUTE             ,42:29.5,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.580469,??-??,0.58003134,BLUE,0.9999975,ST_SUV,0.99972695,ST_FRONT,0.9999999,,0,,0,,,2022/08/23/senseunity/full/74be8735-e2b1-4919-88c0-6e7fdd520563,2022/08/23/senseunity/cropped/03499100-d5fd-4f74-82d3-6e251d0e22b4,2514,171,3110,644
84049,27141e89-7204-454c-84d3-b31320ef7083,VEHICLE_ATTRIBUTE             ,42:54.0,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.679912,??-???,0.6701798,BLACK,0.99968994,ST_CAR,0.99999917,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/cab85abb-8da7-4b17-b94b-e601cdd7359b,2022/08/23/senseunity/cropped/d01cccac-acd1-4ebd-a6ef-0cbb91e5eb03,1346,572,2563,1584
84050,c2515a24-a9d8-4e48-b8da-dd9bc331d0ef,VEHICLE_ATTRIBUTE             ,42:53.1,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.98746437,??-???,0.9874548,PURPLE,0.5224109,ST_CAR,0.9535789,ST_FRONT,0.999997,,0,,0,,,2022/08/23/senseunity/full/791cfe51-0824-4206-bcd2-cd6d828dcdd7,2022/08/23/senseunity/cropped/15f0aa0f-5ccf-465b-b634-56cf8bf7d39e,2622,206,3203,704
84051,4f234856-1ba6-425e-ac66-d872505088fd,VEHICLE_ATTRIBUTE             ,42:54.6,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.4997441,??-??,0.47300366,BLACK,0.99836475,ST_CAR,0.6570903,ST_FRONT,0.6773001,,0,,0,,,2022/08/23/senseunity/full/070d5d43-76cf-4968-af59-0333eea4245d,2022/08/23/senseunity/cropped/6083a26b-c7dd-4c4a-a5f6-96b63e8613ae,0,1158,1562,2160
84052,bb05461e-e922-449d-94ea-fc44334c4378,VEHICLE_ATTRIBUTE             ,43:10.8,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.67863256,??-E?AMG,0.563812,GRAY,0.66570354,ST_CAR,1,ST_FRONT,0.99672556,,0,,0,,,2022/08/23/senseunity/full/d3a07b39-1e22-4d67-977e-101bf2a617d5,2022/08/23/senseunity/cropped/9cde41e9-9e5d-4c59-bd8c-ef3e705fe240,0,573,1964,2160
84053,9b896d49-183b-44ef-906b-857c7e521544,VEHICLE_ATTRIBUTE             ,42:39.3,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,???,0.79725164,???-5,0.7970403,BLACK,0.99833655,ST_SUV,0.76222265,ST_FRONT,0.7680047,,0,,0,,,2022/08/23/senseunity/full/38fbf7f9-6df0-485a-826d-a972034cc246,2022/08/23/senseunity/cropped/ce54069a-c090-43ef-8372-f14421815f12,1948,0,2884,471
84054,5bbc70fd-e82c-4cab-89ed-be6354c23291,VEHICLE_ATTRIBUTE             ,44:14.1,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,???,0.98453397,???-C3,0.98451126,WHITE,0.9992508,ST_VAN,0.99983525,ST_FRONT,0.9999927,,0,,0,,,2022/08/23/senseunity/full/3abc0836-e1fb-4092-9679-bdcb4aae44a6,2022/08/23/senseunity/cropped/dd5b3f63-d251-4746-8c22-b518f4e20d95,912,540,2186,1653
84055,41ce63f6-fb83-4aec-be16-982f7c3a3291,VEHICLE_ATTRIBUTE             ,44:14.5,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.9695051,??-??,0.9691092,WHITE,0.99744546,ST_VAN,0.999721,ST_FRONT,1,,0,,0,,,2022/08/23/senseunity/full/2ae8adaa-b8b8-4747-a2b3-fe547b3fba4d,2022/08/23/senseunity/cropped/794445e4-2574-414e-b24b-e6a6bbeb97da,0,660,1855,2160
84056,40b2b04f-6e1a-4d4a-8ce5-a3ace75c4b1b,VEHICLE_ATTRIBUTE             ,44:13.4,Sensetime,senseunity,VEHICLE,b3cb0fb5-cf23-4b16-9adf-e19f2fe69050,??,0.37804115,??-???,0.33460706,WHITE,0.99726164,ST_SUV,0.7649363,ST_BACK,0.96005464,,0,,0,,,2022/08/23/senseunity/full/1beb3973-abc2-4b0b-9b7d-348ce05f0ab5,2022/08/23/senseunity/cropped/a05345b7-d7c5-41c8-a582-c9af1fc45c9a,1984,284,2771,978
